Gr Lat, W Lon, Az (W from N)
-83.409616,121.33619,88.504682
-83.41219,121.81247,90.053817
-83.411731,122.2891,85.086843
-83.404691,122.75854,80.175542
-83.394749,123.22442,77.681057
-83.382945,123.68471,72.454521
-83.363306,124.12138,67.050275
-83.341479,124.55041,72.986542
-83.333011,125.0123,80.459148
-83.32517,125.47591,74.910358
-83.306295,125.91244,70.665317
-83.290412,126.35697,67.157868
-83.265292,126.76755,69.403583
-83.253748,127.21705,76.058899
-83.240776,127.66488,71.143244
-83.220045,128.09084,68.164163
-83.201467,128.52277,74.999814
-83.19359,128.9775,79.279042
-83.183047,129.4277,75.068418
-83.167199,129.86596,71.836733
-83.150588,130.30036,69.810749
-83.131073,130.7244,67.7789
-83.110755,131.14492,67.047838
-83.089945,131.56193,61.972391
-83.060885,131.94119,62.196915
-83.040611,132.35444,69.250402
-83.023848,132.78297,70.933684
-83.006581,133.20623,74.29799
-82.996151,133.64705,75.640708
-82.981348,134.07729,69.538167
-82.959732,134.48379,65.340607
-82.937306,134.88738,65.248735
-82.915509,135.29152,60.835045
-82.885658,135.65721,61.622737
-82.865405,136.06122,69.626017
-82.849412,136.48267,69.078106
-82.8281,136.88392,61.664173
-82.799234,137.25031,54.01184
-82.765215,137.58599,50.34292
-82.730558,137.91534,52.594289
-82.70011,138.26866,48.4401
-82.659703,138.5503,45.58459
-82.624888,138.87249,52.846611
-82.594949,139.22682,62.539903
-82.576377,139.62189,72.491561
-82.564026,140.03643,83.519109
-82.566236,140.46273,88.003191
-82.562396,140.88862,89.679576
-82.567804,141.31333,94.429754
-82.573028,141.7413,94.282931
-82.578176,142.16922,96.413076
-82.587464,142.59699,94.998259
-82.589874,143.02497,82.176046
-82.574875,143.43232,81.543208
-82.576033,143.86066,85.081556
-82.567627,144.28293,80.736839
-82.560446,144.70652,79.287049
-82.54934,145.12182,75.052191
-82.534263,145.52809,76.324471
-82.525489,145.9478,79.519635
-82.516366,146.36585,82.761715
-82.513755,146.79117,83.195012
-82.505464,147.20902,82.109778
-82.5008,147.6303,82.349104
-82.49293,148.04977,84.445494
-82.492195,148.47778,78.424882
-82.47329,148.86727,54.363134
-82.432306,149.13602,46.672369
-82.400432,149.46586,54.426187
-82.370481,149.81046,53.347723
-82.336686,150.13113,52.653299
-82.30578,150.46545,57.958883
-82.280448,150.8279,60.324072
-82.253322,151.18006,54.736873
-82.219139,151.4933,53.984856
-82.190006,151.84463,67.370366
-82.17939,152.23585,83.396741
-82.179407,152.64761,81.932037
-82.165967,153.04136,67.972266
-82.140427,153.39701,56.967652
-82.108048,153.71848,56.086347
-82.081133,154.06382,65.454445
-82.064588,154.44658,70.8923
-82.047053,154.82528,70.445916
-82.029723,155.20368,76.249944
-82.022765,155.60642,75.242986
-82.003878,155.97178,63.607767
-81.976245,156.31487,55.075886
-81.943045,156.62041,50.68207
-81.909087,156.91975,52.999347
-81.879149,157.24484,49.769646
-81.840324,157.5146,43.784529
-81.80158,157.78295,42.030635
-81.76054,158.03198,41.693238
-81.721339,158.29441,43.462993
-81.682576,158.55935,41.745982
-81.641196,158.80192,36.692957
-81.596236,159.01154,35.44487
-81.553879,159.23577,44.474524
-81.520557,159.53203,47.139272
-81.481122,159.78497,50.60247
-81.453281,160.10465,61.179076
-81.429938,160.4411,63.900024
-81.406616,160.77731,66.246536
-81.387485,161.12295,68.922637
-81.368968,161.46954,66.307107
-81.345109,161.80253,62.510689
-81.319789,162.12923,49.610848
-81.278548,162.34058,38.034654
-81.236712,162.56916,41.503399
-81.19806,162.82197,46.040504
-81.162185,163.09137,48.039957
-81.12632,163.35995,46.378756
-81.088138,163.61264,42.066677
-81.046556,163.83939,40.284708
-81.006168,164.07254,43.333714
-80.968538,164.3256,41.498346
-80.925688,164.5406,45.017044
-80.893245,164.81948,51.985178
-80.860129,165.09172,41.561465
-80.814124,165.27575,27.483116
-80.764415,165.41027,23.796453
-80.715223,165.55192,26.969338
-80.668172,165.71986,30.524048
-80.622167,165.8984,34.72964
-80.579676,166.10669,39.741494
-80.539345,166.3324,42.48728
-80.500205,166.56449,47.676462
-80.467221,166.83011,51.202882
-80.433071,167.08891,47.459537
-80.394785,167.32301,50.994336
-80.365977,167.60501,57.692798
-80.337518,167.88835,57.431421
-80.308278,168.16717,56.586212
-80.278493,168.44314,58.132458
-80.251767,168.72968,60.314906
-80.225496,169.01776,57.469324
-80.194025,169.28665,63.719688
-80.179191,169.59534,77.374657
-80.171249,169.92433,75.222932
-80.152271,170.2315,62.341271
-80.12195,170.50055,57.00116
-80.093951,170.77792,61.442339
-80.070802,171.07215,59.384424
-80.039497,171.33575,56.472008
-80.011647,171.61066,61.697971
-79.988821,171.90331,59.420562
-79.957247,172.16404,50.957359
-79.921065,172.40199,46.773293
-79.883369,172.63074,45.498489
-79.845436,172.85704,43.313771
-79.804816,173.06679,44.119997
-79.768108,173.29683,49.625533
-79.735123,173.54667,51.322192
-79.700701,173.78866,47.807036
-79.662563,174.01216,47.732885
-79.628198,174.25078,54.149456
-79.599729,174.51518,53.76368
-79.5646,174.7515,54.392941
-79.537197,175.01721,58.357619
-79.508264,175.27642,54.153124
-79.474311,175.51503,56.190293
-79.448485,175.78536,60.157273
-79.420416,176.04997,51.094746
-79.38135,176.25697,38.853575
-79.336369,176.43145,41.34916
-79.301101,176.65317,54.277943
-79.274124,176.91651,49.876958
-79.232437,177.10869,34.886145
-79.18563,177.25939,27.829442
-79.136678,177.38804,22.84105
-79.085868,177.49038,19.288389
-79.034428,177.58363,20.172195
-78.984119,177.6937,25.7321
-78.937109,177.8379,29.87601
-78.889952,177.98611,38.618701
-78.854391,178.19382,46.364994
-78.819676,178.38253,29.309961
-78.766586,178.458,23.464815
-78.720586,178.61117,33.713788
-78.676342,178.77759,33.540187
-78.630204,178.92806,38.040323
-78.591634,179.1266,34.174107
-78.542202,179.24209,26.031885
-78.493968,179.37582,28.302553
-78.44667,179.5099,19.442958
-78.393371,179.56024,8.2381088
-78.339198,179.59018,8.2910756
-78.286055,179.64038,15.084409
-78.234912,179.73369,21.921741
-78.18542,179.84656,23.950385
-78.135772,179.9571,21.117228
-78.084325,180.04393,16.652774
-78.031707,180.11379,17.702504
-77.981264,180.20864,25.651322
-77.934437,180.34668,31.375528
-77.8884,180.4901,31.567918
-77.841905,180.62825,28.044726
-77.792646,180.7419,30.000759
-77.748495,180.89317,38.736372
-77.708196,181.07343,35.62509
-77.660493,181.20115,30.70986
-77.616401,181.33863,47.342362
-77.589936,181.57155,55.249322
-77.554717,181.76805,49.059465
-75.159647,0.28796642,251.7528
-75.176602,0.078427445,245.38464
-75.204808,359.88843,245.82776
-75.220641,359.67985,249.37407
-75.242544,359.4806,241.39314
-75.272419,359.29307,246.34219
-75.28542,359.08092,257.99133
-75.29487,358.86072,253.58303
-75.315879,358.65753,244.65208
-75.341121,358.46061,246.24014
-75.35956,358.24998,247.43238
-75.382342,358.05266,231.82415
-75.424697,357.90935,223.39782
-75.461445,357.74434,222.29364
-75.504687,357.60883,220.1968
-75.544256,357.45447,225.35484
-75.580926,357.28804,226.90019
-75.618467,357.12403,229.08945
-75.651851,356.94599,233.72053
-75.682499,356.75836,235.03078
-75.714007,356.57261,238.93276
-75.738148,356.36906,240.86083
-75.766487,356.17502,234.48099
-75.800943,355.99729,225.3794
-75.84234,355.85005,225.05307
-75.877182,355.67328,227.46988
-75.915401,355.51134,221.26951
-75.958377,355.36988,219.02033
-75.999678,355.21975,219.21527
-76.042324,355.0766,215.32794
-76.088049,354.9511,213.52087
-76.132708,354.81906,208.75136
-76.182726,354.72746,212.24607
-76.223183,354.57183,225.49626
-76.258354,354.3922,232.77701
-76.28851,354.1955,234.77421
-76.320674,354.00493,235.27498
-76.349974,353.80535,244.65706
-76.366324,353.5783,245.74745
-76.393813,353.3739,243.99922
-76.413154,353.15197,237.30968
-76.4509,352.97966,227.11382
-76.48675,352.80102,229.58537
-76.520862,352.61448,223.15809
-76.563628,352.48078,213.83826
-76.608982,352.35201,214.6604
-76.651263,352.21058,230.6252
-76.675103,351.98919,233.18198
-76.715074,351.82608,227.54004
-76.74761,351.63129,221.39674
-76.794609,351.50975,206.1698
-76.844554,351.41717,200.66133
-76.896028,351.33794,207.94715
-76.939266,351.18904,231.835
-76.960166,350.96234,243.32706
-76.987039,350.74816,237.01836
-77.018724,350.54468,243.63041
-77.033886,350.30782,249.33392
-77.055598,350.08634,239.24345
-77.087979,349.88426,237.02953
-77.114228,349.66465,234.74811
-77.149706,349.47663,226.13481
-77.188854,349.30288,225.33489
-77.225322,349.11918,231.1545
-77.255285,348.91522,229.78449
-77.293717,348.73856,227.80309
-77.327273,348.54079,227.62259
-77.366167,348.3633,222.78997
-77.406518,348.194,219.52916
-77.449427,348.03813,219.15131
-77.490309,347.87006,226.51038
-77.523137,347.66637,230.27251
-77.558706,347.47456,226.55138
-77.597002,347.29145,230.61526
-77.626608,347.0746,237.4053
-77.654726,346.85192,235.41079
-77.687535,346.64416,237.69467
-77.711566,346.41199,234.91091
-77.748295,346.22114,233.54738
-77.774939,345.99133,239.92035
-77.802033,345.76308,235.94153
-77.834755,345.55501,231.23567
-77.869179,345.35107,234.70182
-77.896594,345.12227,246.72306
-77.910958,344.86297,241.2877
-77.946108,344.67061,236.01759
-77.969389,344.43028,236.95094
-78.003176,344.23197,240.977
-78.019603,343.97428,244.42535
-78.04886,343.74876,239.17817
-78.074319,343.5115,241.32475
-78.10002,343.27471,235.62104
-78.1345,343.06738,233.34975
-78.163873,342.84091,243.68663
-78.18126,342.58311,243.25498
-78.211347,342.35816,234.2542
-78.243792,342.141,232.77545
-78.276198,341.92317,233.53921
-78.307439,341.70058,240.39533
-78.328469,341.44819,249.9822
-78.34338,341.18275,249.76864
-78.364771,340.93077,247.34183
-78.383599,340.67806,244.94011
-78.409073,340.4355,239.58764
-78.437096,340.20411,240.74221
-78.460567,339.95558,230.92844
-78.502973,339.7844,227.10989
-78.532838,339.55275,236.00981
-78.562831,339.31977,241.48001
-78.58313,339.06394,248.8172
-78.600535,338.79856,250.5277
-78.618023,338.53235,248.74252
-78.638648,338.27221,243.67146
-78.664976,338.02645,243.9968
-78.684816,337.76611,244.5413
-78.709698,337.52293,235.14596
-78.744639,337.31056,226.94455
-78.782499,337.11211,228.66724
-78.815233,336.88513,239.01256
-78.836903,336.62492,240.85814
-78.866364,336.38993,237.40125
-78.893959,336.14405,242.23979
-78.915535,335.88182,242.50297
-78.942665,335.63401,243.34097
-78.962905,335.36551,252.54184
-78.973774,335.07982,250.07867
-78.99791,334.82813,247.30583
-79.013454,334.55408,263.9013
-79.007567,334.2588,259.89593
-79.030298,333.99891,247.08228
-79.048226,333.72477,250.26046
-79.065538,333.44831,253.56064
-79.077437,333.16252,247.25109
-79.105437,332.9178,238.82677
-79.132172,332.66441,241.69555
-79.15565,332.40098,245.89649
-79.175108,332.1271,240.57513
-79.206857,331.89708,230.37487
-79.241627,331.68621,230.85756
-79.272202,331.45472,251.92054
-79.271593,331.15788,276.33951
-79.258353,330.86219,273.18202
-79.263772,330.56928,261.33125
-79.272889,330.27482,258.54209
-79.283708,329.98208,265.55367
-79.279382,329.6847,265.03164
-79.291161,329.39392,260.9984
-79.294557,329.0952,265.06628
-79.298632,328.79707,262.94306
-79.306057,328.50128,262.73702
-79.310514,328.20319,260.31053
-79.322506,327.91246,253.6731
-79.339396,327.62968,253.35045
-79.351969,327.33931,252.75147
-79.369896,327.05915,257.05445
-79.374301,326.76037,254.97952
-79.395702,326.49366,247.03303
-79.414697,326.21503,243.89516
-79.441891,325.95768,248.2919
-79.452821,325.66309,251.03475
-79.475385,325.39059,253.16292
-79.482029,325.09546,278.03309
-79.459475,324.83765,274.95374
-79.47121,324.52982,231.60471
-79.519912,324.41215,209.43727
-79.564599,324.24324,223.5851
-79.597052,324.00265,232.45496
-79.629853,323.7628,230.0069
-79.665921,323.53847,229.25068
-79.699703,323.30338,237.04092
-79.723439,323.0282,247.04754
-79.740524,322.73621,249.56244
-79.759788,322.44914,247.22218
-79.780784,322.17022,247.506
-79.799458,321.88204,243.26921
-79.827913,321.62138,240.0874
-79.852314,321.34523,247.09741
-79.868833,321.04511,242.40368
-79.900555,320.802,235.13934
-79.929081,320.54098,241.43526
-79.951018,320.25424,249.53045
-79.965465,319.9518,240.03211
-80.002516,319.72672,242.54798
-80.011528,319.42325,251.73214
-80.033797,319.14633,234.76185
-80.070968,318.92792,236.59261
-80.089071,318.64956,248.01802
-80.107997,318.36951,240.72846
-80.137846,318.12851,242.02777
-80.155461,317.83106,246.37026
-80.179645,317.54643,234.26158
-80.217216,317.31996,229.08779
-80.24995,317.06508,241.08079
-80.268065,316.76117,247.68541
-80.289735,316.46636,241.65848
-80.318367,316.19265,243.04174
-80.3376,315.88935,241.95955
-80.367855,315.62362,237.86966
-80.393936,315.34266,232.26165
-80.432836,315.11566,227.6715
-80.465805,314.86659,243.53657
-80.478638,314.54303,252.66193
-80.496692,314.23257,251.23698
-80.511961,313.91725,252.74099
-80.527122,313.60296,255.83692
-80.536304,313.28576,262.63214
-80.538859,312.95276,260.26184
-80.55273,312.63134,251.50431
-80.571846,312.3209,241.26913
-80.603493,312.05411,237.01306
-80.629838,311.76654,236.67243
-80.662518,311.49624,250.79017
-80.662455,311.16246,265.46767
-80.669011,310.82678,260.87557
-80.677847,310.4948,262.55668
-80.680998,310.16592,254.86261
-80.703956,309.86007,242.21967
-80.730813,309.56919,246.11786
-80.745653,309.25895,243.35065
-80.77666,308.98918,250.73062
-80.778577,308.64629,258.10625
-80.797078,308.33189,245.48871
-80.822283,308.0322,243.79322
-80.843859,307.72412,252.67314
-80.852929,307.38508,261.36164
-80.858427,307.04283,258.40129
-80.873066,306.71452,253.96658
-80.887004,306.3831,248.00465
-80.91246,306.08161,240.7637
-80.939327,305.78511,242.8584
-80.961164,305.46975,248.73122
-80.977616,305.14114,252.82289
-80.991984,304.80645,248.39191
-81.016456,304.49857,240.24592
-81.04524,304.20582,241.4367
-81.067761,303.88784,249.5528
-81.081857,303.55564,261.11682
-81.082743,303.19987,264.73588
-81.090073,302.85097,254.71243
-81.109969,302.52638,250.14561
-81.125942,302.19071,256.70558
-81.133584,301.84074,267.98287
-81.127854,301.48507,267.67568
-81.136083,301.14678,265.46276
-81.134516,300.79775,266.18585
-81.141481,300.44771,264.15993
-81.143915,300.09401,266.6324
-81.146101,299.7402,265.44722
-81.150855,299.38798,263.38498
-81.157061,299.03676,263.47603
-81.161654,298.68407,263.89798
-81.16706,298.33191,267.67478
-81.164315,297.97576,267.53712
-81.170006,297.62549,264.94938
-81.172233,297.27744,270.59074
-81.16707,296.9245,269.55568
-81.171299,296.56995,264.09116
-81.176885,296.21308,269.58356
-81.170371,295.87102,281.94474
-81.152851,295.53961,281.3853
-81.146852,295.18249,279.14244
-81.133319,294.83699,281.96124
-81.122003,294.48926,282.29841
-81.107862,294.14615,278.59109
-81.103717,293.79445,276.42141
-81.09372,293.44657,281.36505
-81.080046,293.10318,286.84203
-81.059875,292.77492,291.08324
-81.038821,292.45508,282.20699
-81.035033,292.10112,277.12633
-81.02334,291.75963,281.80633
-81.010646,291.41848,284.56573
-80.993717,291.0847,287.01004
-80.976448,290.75241,288.12823
-80.957535,290.42535,279.37373
-80.957068,290.08005,268.214
-80.959567,289.74756,278.68224
-80.93949,289.42425,285.67133
-80.928124,289.08565,279.76744
-80.919187,288.74713,274.23043
-80.918595,288.4063,272.51447
-80.912988,288.06642,277.12908
-80.903447,287.72749,277.8158
-80.896505,287.38801,272.56617
-80.89723,287.05047,271.2926
-80.892754,286.7091,272.80065
-80.890524,286.36659,273.33187
-80.885018,286.02452,271.54658
-80.886324,285.68415,268.96501
-80.885882,285.34369,276.12969
-80.873285,285.00789,287.78141
-80.85063,284.69323,294.88723
-80.825072,284.3877,292.51212
-80.806875,284.06672,295.03789
-80.77676,283.77323,297.37697
-80.75446,283.46573,278.24007
-80.760319,283.13128,287.60881
-80.722527,282.87671,308.66154
-80.689407,282.60371,300.39923
-80.665121,282.2997,295.31176
-80.640505,281.99804,292.05973
-80.622123,281.68184,289.03776
-80.602911,281.36711,293.7758
-80.576247,281.07641,304.78503
-80.538593,280.82585,310.38846
-80.502467,280.56997,303.06434
-80.476937,280.2772,287.53919
-80.46826,279.95298,280.96772
-80.45479,279.63504,275.73945
-80.456369,279.30843,278.4677
-80.437728,278.99718,279.63996
-80.437283,278.67981,271.06285
-80.435023,278.35824,276.81466
-80.423371,278.03708,279.82978
-80.41512,277.71449,280.66687
-80.401946,277.39804,293.44503
-80.370428,277.1263,298.56361
-80.348929,276.84218,305.05156
-80.308411,276.62148,307.62892
-80.280827,276.33963,303.16571
-80.246529,276.08484,303.64623
-80.218134,275.80767,305.19632
-80.181561,275.56568,316.54003
-80.136565,275.37212,317.47475
-80.098641,275.13935,317.49536
-80.054322,274.95089,324.07442
-80.007879,274.77301,325.32745
-79.961848,274.59614,328.67764
-79.911867,274.45008,327.85202
-79.866422,274.26673,321.7519
-79.823224,274.06846,320.3678
-79.779438,273.875,319.06796
-79.737874,273.66792,322.42663
-79.690396,273.50534,329.28561
-79.641189,273.35906,340.04213
-79.585784,273.30105,345.03888
-79.532486,273.20383,340.48703
-79.479229,273.10056,333.72232
-79.432281,272.94324,327.54513
-79.384785,272.78577,321.07009
-79.345259,272.57706,310.70868
-79.311062,272.34154,306.297
-79.277982,272.10382,307.33232
-79.24238,271.87758,315.38012
-79.198251,271.69932,317.91248
-79.159006,271.49221,311.6314
-79.12328,271.26934,308.24584
-79.089005,271.04103,310.2393
-79.050666,270.83459,319.21801
-79.00424,270.67162,324.79452
-78.958155,270.5063,319.07534
-78.919651,270.30447,309.39079
-78.886985,270.07395,307.472
-78.850965,269.85862,312.53399
-78.810883,269.66248,313.93595
-78.772855,269.45801,312.01221
-78.735594,269.25079,314.29605
-78.694259,269.0625,316.61345
-78.653649,268.87195,309.02348
-78.623979,268.6398,302.22712
-78.593433,268.40716,310.54728
-78.551756,268.23011,321.30674
-78.506627,268.07137,317.71462
-78.46913,267.86871,314.08833
-78.428302,267.68337,314.48296
-78.390322,267.48511,311.86063
-78.353221,267.28392,308.92722
-78.319718,267.06955,305.15696
-78.288523,266.84814,302.10858
-78.26007,266.6195,305.18445
-78.223965,266.41575,315.70961
-78.180232,266.25339,314.53056
-78.146555,266.0474,308.58455
-78.110725,265.8461,312.1249
-78.071246,265.65945,309.783
-78.039132,265.44673,301.37288
-78.013068,265.21644,301.05661
-77.981418,265.00249,305.61883
-77.947756,264.79545,305.69106
-77.915959,264.58281,308.00235
-77.878835,264.39041,309.33271
-77.844908,264.18607,310.09849
-77.80674,263.99968,314.45925
-77.76638,263.82245,317.25593
-77.724315,263.65493,315.2587
-77.686904,263.46708,307.68144
-77.656023,263.25618,305.27356
-77.622315,263.0558,308.12836
-77.586995,262.86149,306.30094
-77.55615,262.65244,303.37327
-77.525435,262.4434,303.67764
-77.4941,262.23683,307.15842
-77.458311,262.04953,318.38729
-77.411113,261.91125,324.92563
-77.365948,261.76504,318.30727
-77.328275,261.58787,319.46906
-77.281427,261.44922,319.70433
-77.242528,261.27152,321.48996
-77.194847,261.15028,331.17872
-77.144353,261.03926,324.29808
-77.104821,260.87238,305.13459
-77.081185,260.65138,297.42392
-77.053939,260.44722,307.64121
-77.014314,260.2783,316.88756
-76.972766,260.12259,323.18249
-76.92306,259.98832,308.92659
-76.905177,259.76633,295.51204
-76.875748,259.56314,318.34864
-76.825212,259.46554,336.16636
-76.773239,259.37473,340.51082
-76.719197,259.31071,341.64513
-76.666783,259.22996,333.32755
-76.619446,259.10436,319.89003
-76.582038,258.93438,311.42588
-76.546168,258.75977,317.82136
-76.50008,258.62795,325.13756
-76.454112,258.49721,323.99147
-76.409498,258.35916,324.59833
-76.36286,258.23331,328.04181
-76.314412,258.11912,332.77037
-76.263285,258.02741,337.38281
-76.210874,257.94725,334.57964
-76.161911,257.83576,336.97677
-76.108734,257.77535,345.1864
-76.054093,257.72486,339.7048
-76.004255,257.62436,330.17627
-75.956989,257.50575,329.5678
-75.90766,257.40154,334.31438
-75.85483,257.31427,324.28138
-75.81945,257.15352,310.78963
-75.783129,256.98721,316.6545
-75.738569,256.85472,328.78717
-75.687773,256.76353,337.44068
-75.635794,256.69145,321.06715
-75.605627,256.50747,306.86933
-75.568919,256.34443,312.13392
-75.530707,256.18709,315.76508
-75.4891,256.0452,320.3857
-75.444792,255.91488,320.47931
-75.402891,255.77385,314.25284
-75.367222,255.61067,306.32706
-75.337294,255.43186,315.7186
-75.289613,255.32276,323.95776
-75.247344,255.18533,319.7219
-75.204337,255.05039,320.10952
-75.161823,254.91673,317.6197
-75.12322,254.77255,326.12678
-75.070994,254.68972,340.59834
-75.016846,254.63592,348.93814
-74.96067,254.6133,341.80275
-74.91304,254.51302,328.30286
-74.866113,254.39947,331.96813
-74.814558,254.32212,340.35243
-74.760714,254.26452,344.13701
-74.706531,254.21338,346.9968
-74.651423,254.17625,345.45124
-74.598057,254.11485,337.47454
-74.548788,254.02515,333.72107
-74.49916,253.94108,325.05493
-74.457947,253.79824,320.94601
-74.413819,253.69303,336.65449
-74.361397,253.65161,345.8501
-74.306928,253.60058,341.52831
-74.255362,253.52909,333.59636
-74.207061,253.42746,329.55625
-74.15834,253.32957,338.33182
-74.104228,253.28637,333.1931
-74.061424,253.16025,321.45977
-74.016771,253.04301,325.86396
-73.969047,252.94286,329.4089
-73.920574,252.84687,329.44785
-73.872841,252.74761,334.057
-73.820379,252.68055,342.22159
-73.766209,252.63297,348.00032
-73.711527,252.60474,340.65134
-73.662459,252.51146,333.61039
-73.611209,252.43698,339.53385
-73.557627,252.38119,342.58629
-73.504066,252.32625,338.18589
-73.453966,252.24373,338.99769
-73.399977,252.19427,341.1467
-73.348027,252.12531,338.27246
-73.296885,252.05935,326.54513
-73.257451,251.9266,324.12663
-73.207421,251.84422,334.39225
-73.156204,251.76759,334.58731
-73.105957,251.68679,325.88131
-73.064754,251.56391,310.16389
-73.034859,251.40666,308.24749
-72.996055,251.27395,309.222
-72.96605,251.12705,318.94423
-72.915817,251.04431,320.62648
-72.881306,250.89978,308.20996
-72.84774,250.75896,323.2055
-72.795188,250.69026,331.8035
-72.750846,250.59223,324.61376
-72.70645,250.4868,324.90702
-72.66035,250.3875,323.54489
-72.617154,250.2747,321.42671
-72.573119,250.16386,316.42288
-72.536916,250.0288,302.55781
-72.514524,249.86498,292.561
-72.494949,249.69565,304.8281
-72.454398,249.58457,317.92116
-72.4145,249.46344,318.96797
-72.371035,249.3533,315.4887
-72.335848,249.21682,308.54028
-72.302104,249.07597,303.54614
-72.274914,248.9213,309.38718
-72.233185,248.80789,310.63164
-72.204065,248.65863,308.41157
-72.164986,248.53396,318.62918
-72.120811,248.42782,323.39059
-72.075425,248.32601,328.33956
-72.026067,248.2466,328.37229
-71.980757,248.14577,325.28015
-71.935053,248.05133,333.91993
-71.882175,247.99829,333.89191
-71.835724,247.90318,323.99691
-71.792052,247.79684,323.09846
-71.746693,247.69776,317.87582
-71.710494,247.56962,301.9925
-71.688569,247.40692,302.02325
-71.654488,247.28977,327.89301
-71.599458,247.23713,340.15442
-71.547554,247.1754,338.03133
-71.495791,247.11293,337.34536
-71.44388,247.04706,328.31807
-71.402095,246.93954,312.05738
-71.370704,246.80011,300.54139
-71.34638,246.6487,294.60484
-71.325314,246.49242,292.77781
-71.30431,246.33687,287.1092
-71.293929,246.17078,279.68429
-71.286961,246.00268,280.531
-71.274908,245.83691,280.60076
-71.267965,245.67163,268.01969
-71.280305,245.50296,266.45577
-71.276392,245.33779,284.91714
-71.253451,245.18207,298.60564
-71.223747,245.04068,311.34475
-71.18141,244.93425,325.9295
-71.132014,244.85625,334.74543
-71.080249,244.79456,336.04921
-71.029691,244.72394,339.42941
-70.976255,244.68199,349.39355
-70.920297,244.66762,355.70416
-70.864242,244.662,357.84693
-70.807424,244.66011,353.08774
-70.753098,244.6272,341.79827
-70.702702,244.56297,343.38248
-70.646636,244.5381,340.59692
-70.599275,244.46042,330.32156
-70.550454,244.38082,314.60197
-70.524739,244.24009,302.21942
-70.492539,244.10927,300.09571
-70.470139,243.96133,291.31639
-70.453311,243.80727,289.85892
-70.433688,243.65719,291.85326
-70.41324,243.50787,299.1763
-70.38093,243.378,309.44153
-70.343205,243.25995,318.92503
-70.297976,243.16997,325.56654
-70.251826,243.08154,314.94065
-70.221497,242.94957,303.33213
-70.192042,242.81682,287.60235
-70.190536,242.65668,268.38635
-70.196938,242.49452,286.37525
-70.163629,242.38017,327.59185
-70.108327,242.33558,331.46847
-70.066272,242.23211,303.8454
-70.049285,242.08108,288.94387
-70.031502,241.93097,290.20304
-70.012184,241.78261,283.92993
-70.006464,241.62509,262.9805
-70.027033,241.47768,254.18742
-70.037958,241.32346,257.68559
-70.051399,241.17989,272.66096
-70.034741,241.02341,282.53691
-70.028614,240.86576,271.74816
-70.033147,240.70758,260.55415
-70.048428,240.55503,245.94162
-70.079736,240.41769,254.12001
-70.079439,240.25853,280.05155
-70.062404,240.1102,294.37864
-70.035197,239.97096,310.94647
-69.992552,239.87903,310.16085
-69.968915,239.74579,289.67834
-69.957846,239.59097,268.65427
-69.973269,239.43576,259.14102
-69.980719,239.27711,267.06966
-69.980842,239.11715,266.66351
-69.989089,238.95843,264.93808
-69.992579,238.79859,264.0052
-70.002619,238.64069,260.68706